time,signal
0.0,0.0091999424032324
0.04,-0.002252476836111933
0.08,0.08104105721679217
0.12,0.16473635485423593
0.16,0.2524397071981582
0.2,0.30959580247552965
0.24,0.39745985092284924
0.28,0.43709075717065793
0.32,0.4352731937941864
0.36,0.5541229000243252
0.4,0.5554453443684123
0.44,0.6201012744138173
0.48,0.7237757381809663
0.52,0.6682571972544527
0.56,0.7493656921635102
0.6,0.7536634219653321
0.64,0.8593941956765365
0.68,0.7885565982043399
0.72,0.8753304869839362
0.76,0.9842630095687368
0.8,0.863950489710813
0.84,0.9872600835503377
0.88,0.9734490581032458
0.92,1.0387605711852912
0.96,0.9879866649233482
1.0,0.9386045870036646
1.04,1.0500557224345464
1.08,1.0818680201392523
1.12,1.001124740257159
1.16,1.0356216701803354
1.2,0.8903946739384971
1.24,0.9597509528695435
1.28,0.8733108686096492
1.32,0.939426099768077
1.36,0.846555581636505
1.4000000000000001,0.8444441725228483
1.44,0.7782535396590469
1.48,0.7867292897874082
1.52,0.7031794948357803
1.56,0.7579118353741644
1.6,0.5498620020716884
1.6400000000000001,0.5379110270985251
1.68,0.5493516408889256
1.72,0.41337077466337757
1.76,0.4316601067601947
1.8,0.28979241879322976
1.84,0.2177458086780022
1.8800000000000001,0.21960895261552305
1.92,0.14416630541054787
1.96,-0.005565585697145797
2.0,-0.008845830208313046
2.04,0.02614903888519679
2.08,-0.13227603423606302
2.12,-0.12695226473317872
2.16,-0.2391195792424285
2.2,-0.3535838903311001
2.24,-0.2950455332484889
2.2800000000000002,-0.4473031363961702
2.32,-0.3881426181047082
2.36,-0.5627568526373502
2.4,-0.4973504747554012
2.44,-0.6624081812601397
2.48,-0.6792719886139137
2.52,-0.7250975904095264
2.56,-0.7806873987544478
2.6,-0.773404187492014
2.64,-0.8247375146394544
2.68,-0.9031903660743831
2.72,-0.8390865119880935
2.7600000000000002,-0.9586274167359263
2.8000000000000003,-0.8662973535727294
2.84,-0.9480873047529538
2.88,-1.0109117787532944
2.92,-0.9783623875230021
2.96,-1.0220145761988297
3.0,-1.0469376315087384
3.04,-1.0270280493224277
3.08,-0.9192111531180056
3.12,-0.9137179656058754
3.16,-0.961674416146565
3.2,-0.9602554263371424
3.24,-0.9211017065273319
3.2800000000000002,-0.9270326704087914
3.3200000000000003,-0.9602238085947434
3.36,-0.8745248038448188
3.4,-0.8296859555285658
3.44,-0.8246138297679136
3.48,-0.7719931668103365
3.52,-0.6085791832977139
3.56,-0.6649711539683542
3.6,-0.5282384596031591
3.64,-0.47153269113791485
3.68,-0.47027118516320565
3.72,-0.45736445575578394
3.7600000000000002,-0.3529185893653873
3.8000000000000003,-0.3576053035631283
3.84,-0.20224827688448932
3.88,-0.20436529119033703
3.92,-0.11163061004641375
3.96,-0.03789957044701891
4.0,-0.0034899873014654493
4.04,0.06958916200077041
4.08,0.09281930310565603
4.12,0.12449365089860877
4.16,0.2293881619614755
4.2,0.29783287605562675
4.24,0.2643335570776449
4.28,0.414686112268106
4.32,0.3903792123125884
4.36,0.5645832829728833
4.4,0.6215860891488562
4.44,0.6322784147505899
4.48,0.6678450838507926
4.5200000000000005,0.7178671412163942
4.5600000000000005,0.7457931045780485
4.6000000000000005,0.7879568492210117
4.64,0.8314509958173908
4.68,0.9001057316776452
4.72,0.9579249760782907
4.76,0.9008900244527204
4.8,0.9771328364301303
4.84,0.9865174265082833
4.88,0.9427150407138332
4.92,0.9395572209476721
4.96,1.0307041831418786
5.0,1.0542001992593888
5.04,1.0166986579580535
5.08,1.0783202135753018
5.12,0.940431318290179
5.16,0.9961984125746762
5.2,0.9805033285450975
5.24,0.9165573792003366
5.28,0.9403058166850083
5.32,0.9231556535456622
5.36,0.8157777906091632
5.4,0.8230088860288177
5.44,0.8226153895666947
5.48,0.7569827530822103
5.5200000000000005,0.7180928222172762
5.5600000000000005,0.6710297486833958
5.6000000000000005,0.567879198093483
5.64,0.5900294661652218
5.68,0.5401674805012303
5.72,0.28712227658501166
5.76,0.3996370836370737
5.8,0.3913399813918159
5.84,0.23646809374011182
5.88,0.09792763344633144
5.92,0.11908367027072005
5.96,0.05741297945892285
6.0,0.014167181116136428
6.04,-0.042562943706418416
6.08,-0.06203662509716536
6.12,-0.19985901806030432
6.16,-0.2569522365301649
6.2,-0.339820811179357
6.24,-0.349987615221129
6.28,-0.4193623985627065
6.32,-0.5606800616501177
6.36,-0.4889036617316682
6.4,-0.6583293852893023
6.44,-0.609885905157236
6.48,-0.7041703068979429
6.5200000000000005,-0.815441894045691
6.5600000000000005,-0.7384405067611928
6.6000000000000005,-0.841654654616295
6.640000000000001,-0.8616184788848196
6.68,-0.9499515760712581
6.72,-0.8618162953804769
6.76,-0.9586628326998174
6.8,-0.9835438349096916
6.84,-0.9117147474219106
6.88,-1.0667600812032279
6.92,-0.9327365715368677
6.96,-0.9686088720143111
7.0,-1.0808883095762065
7.04,-1.0107313916743033
7.08,-1.0316914862678352
7.12,-0.9228942429434418
7.16,-1.011690900998286
7.2,-0.9591086489705695
7.24,-0.8764325998922982
7.28,-0.9689509406112139
7.32,-0.8163811386296388
7.36,-0.8690654368889528
7.4,-0.8514848684676749
7.44,-0.7602247319118525
7.48,-0.7402310165367972
7.5200000000000005,-0.5565485736514753
7.5600000000000005,-0.7655152117216815
7.6000000000000005,-0.496553964744309
7.640000000000001,-0.5316768063098597
7.68,-0.47793711148655793
7.72,-0.41149699896630365
7.76,-0.3336085558554548
7.8,-0.33682880544007565
7.84,-0.22922339315696078
7.88,-0.1513983742994735
7.92,-0.18757463937177543
7.96,-0.06884007040770747
8.0,-0.05322276396927332
8.040000000000001,0.06348897543979203
8.08,0.14819202798564046
8.120000000000001,0.1754052401603817
8.16,0.31233053550397727
8.2,0.34747474820305835
8.24,0.29412099669927677
8.28,0.4609472606926649
8.32,0.530143178003783
8.36,0.6580773318787896
8.4,0.5610716703902547
8.44,0.7181665629985068
8.48,0.655521167068029
8.52,0.73501188332261
8.56,0.7832387743945753
8.6,0.7468747689082735
8.64,0.7318089534375963
8.68,0.7197785816069003
8.72,0.9046341166946156
8.76,0.9661407947309331
8.8,0.9869474280247783
8.84,0.9522589930238249
8.88,0.9281079759126385
8.92,0.9900802568078507
8.96,0.9343692251816607
9.0,1.0983138401309276
9.040000000000001,1.007620793865772
9.08,0.9129306678397129
9.120000000000001,1.0104731295507825
9.16,1.0332861299982996
9.200000000000001,0.9685476922813208
9.24,0.9157779468565815
9.28,0.8847994751771813
9.32,0.8259840932305833
9.36,0.846575614430509
9.4,0.7802228028658306
9.44,0.7444675873095847
9.48,0.6957077547109548
9.52,0.7272911607022373
9.56,0.6416717657243701
9.6,0.5787225551048297
9.64,0.575722719497016
9.68,0.509143334641309
9.72,0.4826689070637135
9.76,0.3452618507866236
9.8,0.28977966277626926
9.84,0.2917635298536958
9.88,0.20258058309496718
9.92,0.09281611833408529
9.96,0.06648776652258466
10.0,-0.0869489239321106
10.040000000000001,-0.09461930711543243
10.08,-0.15219887194371318
10.120000000000001,-0.22868302040349742
10.16,-0.23304748748126827
10.200000000000001,-0.25787175359801734
10.24,-0.2933667649864016
10.28,-0.4219870443910671
10.32,-0.45086383713948647
10.36,-0.5591411701888784
10.4,-0.5896483674026792
10.44,-0.5890696694215596
10.48,-0.5963219914866555
10.52,-0.6713638288197172
10.56,-0.7604039965035669
10.6,-0.8318789747761705
10.64,-0.8146495746613538
10.68,-0.9545221668696514
10.72,-0.8277624405914719
10.76,-0.9031185731917967
10.8,-0.9990278153746387
10.84,-0.919938329491116
10.88,-0.9825316916361128
10.92,-1.0456538441146637
10.96,-1.0624503252346034
11.0,-1.083724074404553
11.040000000000001,-0.9098259472790444
11.08,-0.8730801700630412
11.120000000000001,-0.9647562899149456
11.16,-0.9873554227076565
11.200000000000001,-0.9722447588966372
11.24,-0.8895142156918493
11.28,-0.9589363999448992
11.32,-0.9564259075186291
11.36,-0.8667906175686871
11.4,-0.8208879535538133
11.44,-0.7240433161312505
11.48,-0.7700060128228676
11.52,-0.67017852471111
11.56,-0.6350747828746146
11.6,-0.6320269426365662
11.64,-0.49346250737115416
11.68,-0.46422007232447904
11.72,-0.413057515543718
11.76,-0.38930518603699144
11.8,-0.2827410229878441
11.84,-0.26847709032568495
11.88,-0.13739226557996198
11.92,-0.11459770517808239
11.96,-0.04313474087785324
12.0,0.03452650672567645
12.040000000000001,0.0380440119172219
12.08,0.1366858010615418
12.120000000000001,0.1300900400800065
12.16,0.2200152053531862
12.200000000000001,0.35217795573499083
12.24,0.32289002274829287
12.280000000000001,0.3654301195351269
12.32,0.4856782987724601
12.36,0.6040333515460545
12.4,0.5779168060214541
12.44,0.5765191065024753
12.48,0.7698062440533681
12.52,0.7633797448261921
12.56,0.7185071742716026
12.6,0.8227978832847952
12.64,0.8310689148618162
12.68,0.9456187732928182
12.72,0.8690810439454546
12.76,0.9313339142333801
12.8,0.9776211844824172
12.84,1.0035822115873396
12.88,1.03711587959557
12.92,0.9763316649277155
12.96,1.0514695074049059
13.0,1.0397173664640753
13.040000000000001,0.9316473516588875
13.08,1.0034523308541943
13.120000000000001,1.0001446159787744
13.16,1.0300155255633427
13.200000000000001,0.9258778553381616
13.24,0.9813066237736353
13.280000000000001,0.905552667233114
13.32,0.8322367277267897
13.36,0.8774387333372431
13.4,0.8423426912501277
13.44,0.7836115130080998
13.48,0.6364824795768395
13.52,0.7220372158791438
13.56,0.5926644130798295
13.6,0.5877593903744881
13.64,0.5306436067673778
13.68,0.5326259403739744
13.72,0.4414444962762977
13.76,0.4333291903718822
13.8,0.18126768632482315
13.84,0.18939934261604496
13.88,0.12397990196726544
13.92,0.0714262211019468
13.96,0.012255611974280448
14.0,-0.07850041705265991
14.040000000000001,-0.023322072930642104
14.08,-0.1575836721888815
14.120000000000001,-0.18401381199442585
14.16,-0.25702339051386025
14.200000000000001,-0.24792175318904752
14.24,-0.3836867514242543
14.280000000000001,-0.33582961836276837
14.32,-0.432092459645368
14.36,-0.4606766039104993
14.4,-0.5847319976047396
14.44,-0.597431124180677
14.48,-0.7271860063388305
14.52,-0.7444304665720299
14.56,-0.8251014935757414
14.6,-0.7673398672926734
14.64,-0.8474974744769473
14.68,-0.8385374844613628
14.72,-0.9321129551032772
14.76,-0.845935406137467
14.8,-0.9985068379615251
14.84,-0.8585127082860083
14.88,-0.9832134809078756
14.92,-1.1052353624619944
14.96,-1.0244766896197053
15.0,-1.0172102134909597
15.040000000000001,-1.052353889609412
15.08,-0.8976670675712415
15.120000000000001,-1.0521607305586118
15.16,-0.8017752018794722
15.200000000000001,-1.0414495731789104
15.24,-0.954780343167403
15.280000000000001,-0.8085175884630701
15.32,-0.817814733237025
15.36,-0.9070691363211445
15.4,-0.8472535494309507
15.44,-0.7221432241567782
15.48,-0.7352922284191403
15.52,-0.5881855095193754
15.56,-0.5859051144760333
15.6,-0.5165147344509264
15.64,-0.493341556085911
15.68,-0.414753773493811
15.72,-0.46778963732309103
15.76,-0.3884363992330471
15.8,-0.29360788793579107
15.84,-0.2307593019594397
15.88,-0.20494741932754607
15.92,-0.1059696447280598
15.96,-0.059382330455856946
16.0,-0.005625583488293189
16.04,0.008225377525298484
16.080000000000002,0.155498488427519
16.12,0.1723808398507043
16.16,0.3046995568154293
16.2,0.20974299324362322
16.240000000000002,0.3281141689202027
16.28,0.4640063473893143
16.32,0.42607790996809153
16.36,0.45869580612580885
16.4,0.6133626717144973
16.44,0.6680110845006904
16.48,0.7231396180848659
16.52,0.770552916624293
16.56,0.7464596731776061
16.6,0.783144541512001
16.64,0.8433382218337243
16.68,0.8593099655451276
16.72,0.8695433527182569
16.76,0.9439295774184498
16.8,0.9467815025493719
16.84,0.9825592210750147
16.88,0.929910475211418
16.92,1.087343546347503
16.96,1.0171326235256544
17.0,1.0071755767418165
17.04,1.03233037017594
17.080000000000002,0.993425534640393
17.12,0.9808184517327124
17.16,0.8977087146943039
17.2,0.9473553247543186
17.240000000000002,0.9688734728263425
17.28,0.9673883426772927
17.32,0.878407996919372
17.36,0.8197209012703284
17.400000000000002,0.8200367030521318
17.44,0.7471022316141219
17.48,0.772743810750882
17.52,0.6996587566781028
17.56,0.6279341587445694
17.6,0.5844038635546527
17.64,0.6166370931764479
17.68,0.5442480273687014
17.72,0.5181682430245702
17.76,0.44769962880158265
17.8,0.40129793916329215
17.84,0.2380394790975518
17.88,0.23527394939297971
17.92,0.11245593272140188
17.96,0.02879179211976368
18.0,-0.09001528952227099
18.04,-0.06248520748092964
18.080000000000002,-0.12817655515619444
18.12,-0.2244070073012954
18.16,-0.24390023938790723
18.2,-0.3264613594720857
18.240000000000002,-0.45327113246651285
18.28,-0.47373706861131776
18.32,-0.5559594591687279
18.36,-0.5596079100476602
18.400000000000002,-0.5836565278636637
18.44,-0.7493748616657383
18.48,-0.6747203580475455
18.52,-0.7251359521082712
18.56,-0.7572218841321033
18.6,-0.7478067558118102
18.64,-0.8853449573227026
18.68,-0.927247214756537
18.72,-0.9591877199236493
18.76,-0.8868230422566629
18.8,-0.8555454842119545
18.84,-0.9716164429182742
18.88,-0.9640717241808258
18.92,-1.0464059184292955
18.96,-1.0021133094548327
19.0,-0.987470016420614
19.04,-0.9576390300370445
19.080000000000002,-0.9632498082489773
19.12,-1.0176769558081273
19.16,-1.0241513011020924
19.2,-0.9529594927507076
19.240000000000002,-0.956406176115037
19.28,-0.8541893663698964
19.32,-0.8197369103408088
19.36,-0.8479698562639151
19.400000000000002,-0.745981514377746
19.44,-0.734902084180436
19.48,-0.8309526743912848
19.52,-0.7119937518099654
19.56,-0.5774150072364638
19.6,-0.5809708969029039
19.64,-0.4466621931820943
19.68,-0.45138345378540334
19.72,-0.3856613455213393
19.76,-0.4040272018775719
19.8,-0.2899390036239201
19.84,-0.12858523805073124
19.88,-0.15842156343148348
19.92,-0.18174268608828809
19.96,-0.024576343589771142
20.0,0.030845138914526008
20.04,0.01478256800264096
20.080000000000002,0.11145973175104738
20.12,0.17952362726374543
20.16,0.21255182805845596
20.2,0.27534853131955117
20.240000000000002,0.32376317242941793
20.28,0.45468587827825274
20.32,0.47345226659801304
20.36,0.5249116027335
20.400000000000002,0.6184806412947483
20.44,0.6771775346594539
20.48,0.7165323316640203
20.52,0.773942279836004
20.56,0.86725007739803
20.6,0.8531300045747949
20.64,0.8432688523517387
20.68,0.93327363176938
20.72,0.8528827658698162
20.76,0.9437407298059011
20.8,0.9398625150915263
20.84,1.0397643839282908
20.88,0.9095539048231336
20.92,1.058531203709208
20.96,0.9974208649285518
21.0,0.8924039464171881
21.04,1.0028791379310837
21.080000000000002,0.9669588963778462
21.12,0.9355016031758927
21.16,0.9016711398045649
21.2,0.909466535900662
21.240000000000002,0.8939331454201926
21.28,0.8834546660765514
21.32,0.9633307364474415
21.36,0.809454539301814
21.400000000000002,0.7442477501810874
21.44,0.7465285272324167
21.48,0.7145850368765015
21.52,0.830153799890738
21.56,0.6241438465720015
21.6,0.6240054781142649
21.64,0.5377604823591556
21.68,0.470426809567839
21.72,0.38989731924648036
21.76,0.3133547370687982
21.8,0.32784168448534057
21.84,0.28551643268234633
21.88,0.13136050095945223
21.92,0.09155000805901142
21.96,0.06108108300373415
22.0,0.07152929787375609
22.04,-0.04294464183636615
22.080000000000002,-0.0699627190489146
22.12,-0.17623749126760094
22.16,-0.22820282493952843
22.2,-0.2682284146353372
22.240000000000002,-0.3088039383390221
22.28,-0.39202381885916043
22.32,-0.5389593466290398
22.36,-0.5315652992243279
22.400000000000002,-0.6235013144652988
22.44,-0.5880719776905102
22.48,-0.6596084356667665
22.52,-0.6469745707695351
22.56,-0.7514163722570261
22.6,-0.8379363594978112
22.64,-0.8236506972968366
22.68,-0.8946758032046606
22.72,-0.898057915264279
22.76,-0.9517215546959773
22.8,-1.003856800754368
22.84,-0.9416402374816389
22.88,-0.9508489073936585
22.92,-0.9960840598685536
22.96,-1.036997537849735
23.0,-0.9952543785777309
23.04,-1.0280556037638497
23.080000000000002,-1.0567073006787113
23.12,-0.9440186287839213
23.16,-0.9574537584864784
23.2,-0.9310071355174505
23.240000000000002,-0.9490992489858355
23.28,-0.8368599150948761
23.32,-0.9490464793066555
23.36,-0.8793889987150825
23.400000000000002,-0.9007674438867037
23.44,-0.7753165256925744
23.48,-0.7642389082283281
23.52,-0.6446001008693774
23.56,-0.6375303924758206
23.6,-0.5193801921332918
23.64,-0.6231652986035887
23.68,-0.5424783645818783
23.72,-0.43219331952111867
23.76,-0.40550749369228023
23.8,-0.4153155271485249
23.84,-0.26763676052879515
23.88,-0.14549155591496976
23.92,-0.16667094620348744
23.96,-0.15672797460550283
24.0,0.008795291773943517
24.04,0.09528542907242794
24.080000000000002,0.13017716782334712
24.12,0.28004336420854875
24.16,0.2225913295319428
24.2,0.2172519137557929
24.240000000000002,0.31714608325844706
24.28,0.4315296003719563
24.32,0.44860905227955267
24.36,0.49935260439224655
24.400000000000002,0.5575119747910097
24.44,0.6989570243390714
24.48,0.7331856076385844
24.52,0.797181538465145
24.560000000000002,0.7925627076384495
24.6,0.8075326686962767
24.64,0.9433140597514682
24.68,0.929649777420264
24.72,0.9486093149848183
24.76,0.9682666863085345
24.8,0.916972169176435
24.84,1.0054043315414574
24.88,0.9759668732970777
24.92,0.9810480354109883
24.96,0.8664113390497694
25.0,0.9669417496117145
25.04,0.9068817793371216
25.080000000000002,0.9509817667547806
25.12,0.9195506352996432
25.16,0.9608386250996708
25.2,0.8542777293291728
25.240000000000002,0.8715865256843535
25.28,0.8535561660990474
25.32,0.7850418686317405
25.36,0.9127820226889044
25.400000000000002,0.807685031978713
25.44,0.8952141540217537
25.48,0.8580337370253115
